Date,Time,Home,Away,Home LINE,Away LINE,Home Win,Away Win,Pick,Pick value,BH Away,BH Home,Away%,Home%,Away Team,Away Edge,Home Team,Home Edge,Risk,Result,Result Unit,Away Team,Home Team,MP Away,,,,MP Home,MP Away,MP Home,MP Away Edge,MP Home edge,Team,Risk,Result,
12/4/2018,10:05 PM,Vancouver Canucks,Minnesota Wild,144,-160,37.56%,62.44%,Minnesota Wild -160,1.54%,-160,144,61.54%,40.98%,Minnesota Wild,0.90%,Vancouver Canucks,-3.42%,,,,,,,,,,,,,,,,,,
12/4/2018,10:35 PM,Los Angeles Kings,Arizona Coyotes,-125,113,50.77%,49.23%,Arizona Coyotes 113,0.43%,113,-125,46.95%,55.56%,Arizona Coyotes,2.28%,Los Angeles Kings,-4.79%,,W,,,,,,,,,,,,,,,,
12/5/2018,8:05 PM,St. Louis Blues,Edmonton Oilers,-103,-107,48.78%,51.22%,Edmonton Oilers -107,1.02%,-107,-103,51.69%,50.74%,Edmonton Oilers,-0.47%,St. Louis Blues,-1.96%,,,,,,,,,,,,,,,,,,
12/5/2018,10:35 PM,San Jose Sharks,Carolina Hurricanes,-147,133,64.14%,35.86%,San Jose Sharks -147,4.44%,133,-147,42.92%,59.51%,Carolina Hurricanes,-7.06%,San Jose Sharks,4.63%,116,W,4.63,,,,,,,,,,,,,,,
12/5/2018,10:35 PM,Anaheim Ducks,Chicago Blackhawks,-135,122,61.33%,38.67%,Anaheim Ducks -135,2.13%,122,-135,45.05%,57.45%,Chicago Blackhawks,-6.38%,Anaheim Ducks,3.88%,97,W,3.88,,,,,,,,,,,,,,,
12/6/2018,7:05 PM,Florida Panthers,Colorado Avalanche,-113,102,45.76%,54.24%,Colorado Avalanche 102,1.44%,102,-113,49.50%,53.05%,Colorado Avalanche,4.74%,Florida Panthers,-7.29%,118,W,4.83,,,,,,,,,,,,,,,
12/6/2018,7:05 PM,Philadelphia Flyers,Columbus Blue Jackets,-110,100,49.10%,50.90%,Columbus Blue Jackets 100,0.40%,100,-110,50.00%,52.38%,Columbus Blue Jackets,0.90%,Philadelphia Flyers,-3.28%,,,,,,,,,,,,,,,,,,
12/6/2018,7:05 PM,Pittsburgh Penguins,New York Islanders,-196,176,57.24%,42.76%,New York Islanders 176,5.16%,176,-196,36.23%,66.22%,New York Islanders,6.53%,Pittsburgh Penguins,-8.98%,163,L,-6.53,,,,,,,,,,,,,,,
12/6/2018,7:35 PM,Ottawa Senators,Montreal Canadiens,108,-119,43.84%,56.16%,Montreal Canadiens -119,1.36%,-119,108,54.34%,48.08%,Montreal Canadiens,1.82%,Ottawa Senators,-4.24%,,,,,,,,,,,,,,,,,,
12/6/2018,7:35 PM,Tampa Bay Lightning,Boston Bruins,-163,147,64.44%,35.56%,Tampa Bay Lightning -163,1.24%,147,-163,40.49%,61.98%,Boston Bruins,-4.93%,Tampa Bay Lightning,2.46%,,W,,,,,,,,,,,,,,,,
12/6/2018,9:05 PM,Arizona Coyotes,Washington Capitals,102,-113,43.48%,56.52%,Washington Capitals -113,2.42%,-113,102,53.05%,49.50%,Washington Capitals,3.47%,Arizona Coyotes,-6.02%,87,W,3.47,,,,,,,,,,,,,,,
12/6/2018,9:05 PM,Calgary Flames,Minnesota Wild,-134,121,60.17%,39.83%,Calgary Flames -134,2.77%,121,-134,45.25%,57.26%,Minnesota Wild,-5.42%,Calgary Flames,2.91%,,W,,,,,,,,,,,,,,,,
12/6/2018,10:05 PM,Vegas Golden Knights,Chicago Blackhawks,-254,226,72.17%,27.83%,Vegas Golden Knights -254,0.77%,226,-254,30.67%,71.75%,Chicago Blackhawks,-2.84%,Vegas Golden Knights,0.42%,,,,,,,,,,,,,,,,,,
12/6/2018,10:35 PM,Los Angeles Kings,New Jersey Devils,-101,-109,47.67%,52.33%,New Jersey Devils -109,0.43%,-109,-101,52.15%,50.25%,New Jersey Devils,0.18%,Los Angeles Kings,-2.58%,,,,,,,,,,,,,,,,,,
12/7/2018,8:05 PM,Dallas Stars,San Jose Sharks,101,-111,42.06%,57.94%,San Jose Sharks -111,2.74%,-111,101,52.61%,49.75%,San Jose Sharks,5.33%,Dallas Stars,-7.69%,133,L,-5.92,,,,,,,,,,,,,,,
12/7/2018,9:05 PM,Edmonton Oilers,Minnesota Wild,-125,113,57.51%,42.49%,Edmonton Oilers -125,4.91%,113,-125,46.95%,55.56%,Minnesota Wild,-4.46%,Edmonton Oilers,1.95%,,,,,,,,,,,,,,,,,,
12/7/2018,10:05 PM,Anaheim Ducks,Carolina Hurricanes,-106,-104,42.59%,57.41%,Carolina Hurricanes -104,3.51%,-104,-106,50.98%,51.46%,Carolina Hurricanes,6.43%,Anaheim Ducks,-8.87%,161,W,6.43,,,,,,,,,,,,,,,
12/8/2018,7:05 PM,Detroit Red Wings,New York Islanders,108,-119,43.10%,56.90%,New York Islanders -119,3.40%,-119,108,54.34%,48.08%,New York Islanders,2.56%,Detroit Red Wings,-4.98%,,W,,,,,,,,,,,,,,,,
12/8/2018,7:05 PM,Ottawa Senators,Pittsburgh Penguins,183,-204,32.94%,67.06%,Pittsburgh Penguins -204,2.16%,-204,183,67.11%,35.34%,Pittsburgh Penguins,-0.05%,Ottawa Senators,-2.40%,,,,,,,,,,,,,,,,,,
12/8/2018,7:05 PM,Florida Panthers,New York Rangers,-188,169,68.08%,31.92%,Florida Panthers -188,3.18%,169,-188,37.17%,65.28%,New York Rangers,-5.25%,Florida Panthers,2.80%,,L,,,,,,,,,,,,,,,,
12/8/2018,7:05 PM,Boston Bruins,Toronto Maple Leafs,120,-133,41.48%,58.52%,Toronto Maple Leafs -133,2.42%,-133,120,57.08%,45.45%,Toronto Maple Leafs,1.44%,Boston Bruins,-3.97%,,,,,,,,,,,,,,,,,,
12/8/2018,7:05 PM,Columbus Blue Jackets,Washington Capitals,-135,122,50.73%,49.27%,Washington Capitals 122,4.47%,122,-135,45.05%,57.45%,Washington Capitals,4.22%,Columbus Blue Jackets,-6.72%,106,W,5.15,,,,,,,,,,,,,,,
12/8/2018,7:05 PM,Tampa Bay Lightning,Colorado Avalanche,-136,123,64.54%,35.46%,Tampa Bay Lightning -136,4.04%,123,-136,44.84%,57.63%,Colorado Avalanche,-9.38%,Tampa Bay Lightning,6.91%,173,W,6.91,,,,,,,,,,,,,,,
12/8/2018,8:05 PM,Arizona Coyotes,San Jose Sharks,120,-133,39.64%,60.36%,San Jose Sharks -133,2.36%,-133,120,57.08%,45.45%,San Jose Sharks,3.28%,Arizona Coyotes,-5.81%,82,W,3.28,,,,,,,,,,,,,,,
12/8/2018,10:05 PM,Calgary Flames,Nashville Predators,-144,130,60.45%,39.55%,Calgary Flames -144,4.55%,130,-144,43.48%,59.02%,Nashville Predators,-3.93%,Calgary Flames,1.43%,,,,,,,,,,,,,,,,,,
12/9/2018,3:05 PM,Winnipeg Jets,Philadelphia Flyers,-215,193,67.52%,32.48%,Winnipeg Jets -215,0.32%,193,-215,34.13%,68.25%,Philadelphia Flyers,-1.65%,Winnipeg Jets,-0.73%,,,,,,,,,,,,,,,,,,
12/9/2018,3:05 PM,St. Louis Blues,Vancouver Canucks,-150,136,53.59%,46.41%,Vancouver Canucks 136,4.21%,136,-150,42.37%,60.00%,Vancouver Canucks,4.04%,St. Louis Blues,-6.41%,101,W,5.49,,,,,,,,,,,,,,,
12/9/2018,5:05 PM,Ottawa Senators,Boston Bruins,140,-155,37.93%,62.07%,Boston Bruins -155,1.27%,-155,140,60.78%,41.67%,Boston Bruins,1.29%,Ottawa Senators,-3.74%,,,,,,,,,,,,,,,,,,
12/9/2018,8:05 PM,Anaheim Ducks,New Jersey Devils,-113,102,46%,54%,New Jersey Devils 102,4%,102,-113,49.50%,53.05%,New Jersey Devils,4.50%,Anaheim Ducks,-7.05%,112,L,-4.5,,,,,,,,,,,,,,,
12/9/2018,9:05 PM,Vegas Golden Knights,Dallas Stars,-150,136,64.18%,35.82%,Vegas Golden Knights -150,4.88%,136,-150,42.37%,60.00%,Dallas Stars,-6.55%,Vegas Golden Knights,4.18%,105,W,4.18,,,,,,,,,,,,,,,
12/9/2018,9:05 PM,Edmonton Oilers,Calgary Flames,-152,137,52.66%,47.34%,Calgary Flames 137,2.14%,137,-152,42.19%,60.32%,Calgary Flames,5.15%,Edmonton Oilers,-7.66%,129,L,-5.15,,,,,,,,,,,,,,,
12/10/2018,7:05 PM,New York Islanders,Pittsburgh Penguins,120,-133,38.84%,61.16%,Pittsburgh Penguins -133,4.66%,-133,120,57.08%,45.45%,Pittsburgh Penguins,4.08%,New York Islanders,-6.61%,102,W,4.08,,,,,,,,,,,,,,,
12/10/2018,7:35 PM,Detroit Red Wings,Los Angeles Kings,-113,102,55.38%,44.62%,Detroit Red Wings -113,1.28%,102,-113,49.50%,53.05%,Los Angeles Kings,-4.88%,Detroit Red Wings,2.33%,,W,,,,,,,,,,,,,,,,
12/10/2018,10:35 PM,San Jose Sharks,New Jersey Devils,-177,159,67.92%,32.08%,San Jose Sharks -177,2.42%,159,-177,38.61%,63.90%,New Jersey Devils,-6.53%,San Jose Sharks,4.02%,101,W,4.02,,,,,,,,,,,,,,,
12/11/2018,7:05 PM,Carolina Hurricanes,Toronto Maple Leafs,112,-124,42.30%,57.70%,Toronto Maple Leafs -124,2.70%,-124,112,55.36%,47.17%,Toronto Maple Leafs,2.34%,Carolina Hurricanes,-4.87%,,W,,,,,,,,,,,,,,,,
12/11/2018,7:05 PM,Columbus Blue Jackets,Vancouver Canucks,-189,170,66.68%,33.32%,Columbus Blue Jackets -189,1.18%,170,-189,37.04%,65.40%,Vancouver Canucks,-3.72%,Columbus Blue Jackets,1.28%,,,,,,,,,,,,,,,,,,
12/11/2018,7:05 PM,Boston Bruins,Arizona Coyotes,-169,152,65.85%,34.15%,Boston Bruins -169,1.35%,152,-169,39.68%,62.83%,Arizona Coyotes,-5.53%,Boston Bruins,3.02%,76,W,3.02,,,,,,,,,,,,,,,
12/11/2018,7:35 PM,Washington Capitals,Detroit Red Wings,-270,239,72.87%,27.13%,Washington Capitals -270,0.67%,239,-270,29.50%,72.97%,Detroit Red Wings,-2.37%,Washington Capitals,-0.10%,,,,,,,,,,,,,,,,,,
12/11/2018,8:05 PM,St. Louis Blues,Florida Panthers,-110,-100,50.86%,49.14%,Florida Panthers -100,0.64%,-100,-110,50.00%,52.38%,Florida Panthers,-0.86%,St. Louis Blues,-1.52%,,,,,,,,,,,,,,,,,,
12/11/2018,8:05 PM,Nashville Predators,Ottawa Senators,-259,230,73.59%,26.41%,Nashville Predators -259,1.19%,230,-259,30.30%,72.14%,Ottawa Senators,-3.89%,Nashville Predators,1.45%,,,,,,,,,,,,,,,,,,
12/11/2018,8:05 PM,Minnesota Wild,Montreal Canadiens,-163,147,56.20%,43.80%,Montreal Canadiens 147,2.10%,147,-163,40.49%,61.98%,Montreal Canadiens,3.31%,Minnesota Wild,-5.78%,83,L,-3.31,,,,,,,,,,,,,,,
12/11/2018,9:05 PM,Colorado Avalanche,Edmonton Oilers,-137,124,59.43%,40.57%,Colorado Avalanche -137,1.63%,124,-137,44.64%,57.81%,Edmonton Oilers,-4.07%,Colorado Avalanche,1.62%,,,,,,,,,,,,,,,,,,
12/12/2018,7:05 PM,New York Islanders,Vegas Golden Knights,119,-131,40.59%,59.41%,Vegas Golden Knights -131,3.51%,-131,119,56.71%,45.66%,Vegas Golden Knights,2.70%,New York Islanders,-5.07%,,W,,,,,,,,,,,,,,,,
12/12/2018,8:05 PM,Chicago Blackhawks,Pittsburgh Penguins,144,-160,35.34%,64.66%,Pittsburgh Penguins -160,0.46%,-160,144,61.54%,40.98%,Pittsburgh Penguins,3.12%,Chicago Blackhawks,-5.64%,78,L,-4.99,,,,,,,,,,,,,,,
12/12/2018,8:35 PM,Calgary Flames,Philadelphia Flyers,-156,141,63.40%,36.60%,Calgary Flames -156,0.30%,141,-156,41.49%,60.94%,Philadelphia Flyers,-4.89%,Calgary Flames,2.46%,,W,,,,,,,,,,,,,,,,
12/12/2018,10:05 PM,Anaheim Ducks,Dallas Stars,-117,106,45.70%,54.30%,Dallas Stars 106,3.80%,106,-117,48.54%,53.92%,Dallas Stars,5.76%,Anaheim Ducks,-8.22%,144,L,-5.76,,,,,,,,,,,,,,,
12/13/2018,7:05 PM,Buffalo Sabres,Arizona Coyotes,-149,135,60.10%,39.90%,Buffalo Sabres -149,0.60%,135,-149,42.55%,59.84%,Arizona Coyotes,-2.65%,Buffalo Sabres,0.26%,,,,,,,,,,,,,,,,,,
12/13/2018,7:35 PM,Tampa Bay Lightning,Toronto Maple Leafs,-134,121,59.49%,40.51%,Tampa Bay Lightning -134,1.69%,121,-134,45.25%,57.26%,Toronto Maple Leafs,-4.74%,Tampa Bay Lightning,2.23%,,W,,,,,,,,,,,,,,,,
12/13/2018,7:35 PM,Montreal Canadiens,Carolina Hurricanes,-114,103,57.51%,42.49%,Montreal Canadiens -114,3.41%,103,-114,49.26%,53.27%,Carolina Hurricanes,-6.77%,Montreal Canadiens,4.24%,106,W,4.24,,,,,,,,,,,,,,,
12/13/2018,8:05 PM,Minnesota Wild,Florida Panthers,-159,144,67.34%,32.66%,Minnesota Wild -159,5.04%,144,-159,40.98%,61.39%,Florida Panthers,-8.32%,Minnesota Wild,5.95%,149,W,5.95,,,,,,,,,,,,,,,
12/13/2018,8:05 PM,Nashville Predators,Vancouver Canucks,-197,177,68.58%,31.42%,Nashville Predators -197,0.98%,177,-197,36.10%,66.33%,Vancouver Canucks,-4.68%,Nashville Predators,2.25%,,W,,,,,,,,,,,,,,,,
12/13/2018,8:05 PM,Winnipeg Jets,Edmonton Oilers,-187,168,67.49%,32.51%,Winnipeg Jets -187,3.19%,168,-187,37.31%,65.16%,Edmonton Oilers,-4.80%,Winnipeg Jets,2.33%,,P,,,,,,,,,,,,,,,,
12/13/2018,10:35 PM,San Jose Sharks,Dallas Stars,-204,183,70.14%,29.86%,San Jose Sharks -204,2.44%,183,-204,35.34%,67.11%,Dallas Stars,-5.48%,San Jose Sharks,3.03%,76,W,3.03,,,,,,,,,,,,,,,
12/14/2018,7:05 PM,New Jersey Devils,Vegas Golden Knights,132,-146,42.49%,57.51%,Vegas Golden Knights -146,2.51%,-146,132,59.35%,43.10%,Vegas Golden Knights,-1.84%,New Jersey Devils,-0.61%,,,,,,,,,,,,,,,,,,
12/14/2018,7:05 PM,New York Rangers,Arizona Coyotes,-163,147,62.59%,37.41%,New York Rangers -163,4.29%,147,-163,40.49%,61.98%,Arizona Coyotes,-3.08%,New York Rangers,0.61%,,,,,,,,,,,,,,,,,,
12/14/2018,7:05 PM,Pittsburgh Penguins,Boston Bruins,-155,140,54.60%,45.40%,Boston Bruins 140,2.10%,140,-155,41.67%,60.78%,Boston Bruins,3.73%,Pittsburgh Penguins,-6.18%,93,L,-3.73,,,,,,,,,,,,,,,
12/14/2018,7:35 PM,Detroit Red Wings,Ottawa Senators,-139,126,53.89%,46.11%,Ottawa Senators 126,4.91%,126,-139,44.25%,58.16%,Ottawa Senators,1.86%,Detroit Red Wings,-4.27%,,,,,,,,,,,,,,,,,,
12/14/2018,7:35 PM,Carolina Hurricanes,Washington Capitals,115,-127,39.12%,60.88%,Washington Capitals -127,1.88%,-127,115,55.95%,46.51%,Washington Capitals,4.93%,Carolina Hurricanes,-7.39%,123,W,4.93,,,,,,,,,,,,,,,
12/14/2018,9:05 PM,Edmonton Oilers,Philadelphia Flyers,-111,101,57.58%,42.42%,Edmonton Oilers -111,0.48%,101,-111,49.75%,52.61%,Philadelphia Flyers,-7.33%,Edmonton Oilers,4.97%,124,W,4.97,,,,,,,,,,,,,,,
12/15/2018,1:35 PM,Minnesota Wild,Calgary Flames,-114,103,49.04%,50.96%,Calgary Flames 103,2.86%,103,-114,49.26%,53.27%,Calgary Flames,1.70%,Minnesota Wild,-4.23%,,,,,,,,,,,,,,,,,,
12/15/2018,7:05 PM,Columbus Blue Jackets,Anaheim Ducks,-170,153,65.16%,34.84%,Columbus Blue Jackets -170,2.76%,153,-170,39.53%,62.96%,Anaheim Ducks,-4.69%,Columbus Blue Jackets,2.20%,,L,,,,,,,,,,,,,,,,
12/15/2018,7:05 PM,Montreal Canadiens,Ottawa Senators,-250,222,74.25%,25.75%,Montreal Canadiens -250,1.25%,222,-250,31.06%,71.43%,Ottawa Senators,-5.31%,Montreal Canadiens,2.82%,,W,,,,,,,,,,,,,,,,
12/15/2018,7:05 PM,Florida Panthers,Toronto Maple Leafs,137,-152,38.24%,61.76%,Toronto Maple Leafs -152,1.76%,-152,137,60.32%,42.19%,Toronto Maple Leafs,1.44%,Florida Panthers,-3.95%,,,,,,,,,,,,,,,,,,
12/15/2018,7:05 PM,New York Islanders,Detroit Red Wings,-209,187,65.62%,34.38%,New York Islanders -209,2.62%,187,-209,34.84%,67.64%,Detroit Red Wings,-0.46%,New York Islanders,-2.02%,,,,,,,,,,,,,,,,,,
12/15/2018,8:05 PM,Nashville Predators,New Jersey Devils,-190,171,69.69%,30.31%,Nashville Predators -190,2.09%,171,-190,36.90%,65.52%,New Jersey Devils,-6.59%,Nashville Predators,4.17%,104,W,4.17,,,,,,,,,,,,,,,
12/15/2018,9:05 PM,Colorado Avalanche,Dallas Stars,-153,138,61.63%,38.37%,Colorado Avalanche -153,0.83%,138,-153,42.02%,60.47%,Dallas Stars,-3.65%,Colorado Avalanche,1.16%,,,,,,,,,,,,,,,,,,
12/15/2018,10:05 PM,Vancouver Canucks,Philadelphia Flyers,-113,102,57.45%,42.55%,Vancouver Canucks -113,2.95%,102,-113,49.50%,53.05%,Philadelphia Flyers,-6.95%,Vancouver Canucks,4.40%,110,W,4.4,,,,,,,,,,,,,,,
12/16/2018,12:35 PM,New York Rangers,Vegas Golden Knights,134,-148,37.42%,62.58%,Vegas Golden Knights -148,2.58%,-148,134,59.68%,42.74%,Vegas Golden Knights,2.90%,New York Rangers,-5.32%,,W,,,,,,,,,,,,,,,,
12/16/2018,1:05 PM,Carolina Hurricanes,Arizona Coyotes,-167,151,67.04%,32.96%,Carolina Hurricanes -167,3.44%,151,-167,39.84%,62.55%,Arizona Coyotes,-6.88%,Carolina Hurricanes,4.49%,112,W,4.49,,,,,,,,,,,,,,,
12/16/2018,5:05 PM,Boston Bruins,Buffalo Sabres,-179,161,56.86%,43.14%,Buffalo Sabres 161,2.94%,161,-179,38.31%,64.16%,Buffalo Sabres,4.83%,Boston Bruins,-7.30%,121,W,7.77,,,,,,,,,,,,,,,
12/16/2018,7:05 PM,Winnipeg Jets,Tampa Bay Lightning,-101,-109,46.55%,53.45%,Tampa Bay Lightning -109,2.25%,-109,-101,52.15%,50.25%,Tampa Bay Lightning,1.30%,Winnipeg Jets,-3.70%,,,,,,,,,,,,,,,,,,
12/16/2018,10:05 PM,Vancouver Canucks,Edmonton Oilers,119,-131,41.20%,58.80%,Edmonton Oilers -131,1.20%,-131,119,56.71%,45.66%,Edmonton Oilers,2.09%,Vancouver Canucks,-4.46%,,L,,,,,,,,,,,,,,,,
12/17/2018,7:05 PM,Columbus Blue Jackets,Vegas Golden Knights,-134,121,52.06%,47.94%,Vegas Golden Knights 121,4.64%,121,-134,45.25%,57.26%,Vegas Golden Knights,2.69%,Columbus Blue Jackets,-5.20%,,L,,,,,,,,,,,,,,,,
12/17/2018,7:05 PM,Pittsburgh Penguins,Anaheim Ducks,-162,146,64.43%,35.57%,Pittsburgh Penguins -162,3.23%,146,-162,40.65%,61.83%,Anaheim Ducks,-5.08%,Pittsburgh Penguins,2.60%,,L,,,,,,,,,,,,,,,,
12/17/2018,7:35 PM,Ottawa Senators,Nashville Predators,157,-174,36.62%,63.38%,Nashville Predators -174,0.68%,-174,157,63.50%,38.91%,Nashville Predators,-0.12%,Ottawa Senators,-2.29%,,,,,,,,,,,,,,,,,,
12/17/2018,7:35 PM,Montreal Canadiens,Boston Bruins,-134,121,62.14%,37.86%,Montreal Canadiens -134,4.14%,121,-134,45.25%,57.26%,Boston Bruins,-7.39%,Montreal Canadiens,4.88%,122,L,-6.53,,,,,,,,,,,,,,,
12/17/2018,9:05 PM,Colorado Avalanche,New York Islanders,-166,150,62.12%,37.88%,Colorado Avalanche -166,0.92%,150,-166,40.00%,62.41%,New York Islanders,-2.12%,Colorado Avalanche,-0.29%,,,,,,,,,,,,,,,,,,
12/18/2018,7:05 PM,New York Rangers,Anaheim Ducks,-142,129,48.76%,51.24%,Anaheim Ducks 129,4.04%,129,-142,43.67%,58.68%,Anaheim Ducks,7.57%,New York Rangers,-9.92%,189,L,-7.57,,,,,,,,,,,,,,,
12/18/2018,7:05 PM,New Jersey Devils,Toronto Maple Leafs,133,-147,37.12%,62.88%,Toronto Maple Leafs -147,1.78%,-147,133,59.51%,42.92%,Toronto Maple Leafs,3.37%,New Jersey Devils,-5.80%,84,W,3.37,,,,,,,,,,,,,,,
12/18/2018,7:05 PM,Philadelphia Flyers,Detroit Red Wings,-195,175,57.91%,42.09%,Detroit Red Wings 175,3.29%,175,-195,36.36%,66.10%,Detroit Red Wings,5.73%,Philadelphia Flyers,-8.19%,143,L,-5.73,,,,,,,,,,,,,,,
12/18/2018,7:05 PM,Buffalo Sabres,Florida Panthers,-115,104,56.67%,43.33%,Buffalo Sabres -115,1.27%,104,-115,49.02%,53.49%,Florida Panthers,-5.69%,Buffalo Sabres,3.18%,80,L,-3.66,,,,,,,,,,,,,,,
12/18/2018,8:05 PM,Minnesota Wild,San Jose Sharks,-110,-100,49.76%,50.24%,San Jose Sharks -100,2.14%,-100,-110,50.00%,52.38%,San Jose Sharks,0.24%,Minnesota Wild,-2.62%,,,,,,,,,,,,,,,,,,
12/18/2018,8:35 PM,Dallas Stars,Calgary Flames,106,-117,44.78%,55.22%,Calgary Flames -117,0.92%,-117,106,53.92%,48.54%,Calgary Flames,1.30%,Dallas Stars,-3.76%,,,,,,,,,,,,,,,,,,
12/18/2018,9:05 PM,Edmonton Oilers,St. Louis Blues,-144,130,60.72%,39.28%,Edmonton Oilers -144,0.72%,130,-144,43.48%,59.02%,St. Louis Blues,-4.20%,Edmonton Oilers,1.70%,,,,,,,,,,,,,,,,,,
12/18/2018,9:05 PM,Arizona Coyotes,New York Islanders,-125,113,51.25%,48.75%,New York Islanders 113,2.65%,113,-125,46.95%,55.56%,New York Islanders,1.80%,Arizona Coyotes,-4.31%,,,,,,,,,,,,,,,,,,
12/19/2018,8:05 PM,Washington Capitals,Pittsburgh Penguins,-129,117,58.90%,41.10%,Washington Capitals -129,1.50%,117,-129,46.08%,56.33%,Pittsburgh Penguins,-4.98%,Washington Capitals,2.57%,,L,,,,,,,,,,,,,,,,
12/19/2018,8:35 PM,Colorado Avalanche,Montreal Canadiens,-151,137,63.75%,36.25%,Colorado Avalanche -151,3.25%,137,-151,42.19%,60.16%,Montreal Canadiens,-5.94%,Colorado Avalanche,3.59%,90,W,3.59,,,,,,,,,,,,,,,
12/20/2018,7:05 PM,Columbus Blue Jackets,New Jersey Devils,-185,166,66.48%,33.52%,Columbus Blue Jackets -185,2.28%,166,-185,37.59%,64.91%,New Jersey Devils,-4.07%,Columbus Blue Jackets,1.57%,,,,,,,,,,,,,,,,,,
12/20/2018,7:05 PM,Toronto Maple Leafs,Florida Panthers,-214,192,70.27%,29.73%,Toronto Maple Leafs -214,2.57%,192,-214,34.25%,68.15%,Florida Panthers,-4.52%,Toronto Maple Leafs,2.12%,,W,,,,,,,,,,,,,,,,
12/20/2018,7:05 PM,Carolina Hurricanes,Detroit Red Wings,-230,205,68.01%,31.99%,Carolina Hurricanes -230,1.41%,205,-230,32.79%,69.70%,Detroit Red Wings,-0.80%,Carolina Hurricanes,-1.69%,,,,,,,,,,,,,,,,,,
12/20/2018,7:05 PM,Boston Bruins,Anaheim Ducks,-145,131,62.46%,37.54%,Boston Bruins -145,1.96%,131,-145,43.29%,59.18%,Anaheim Ducks,-5.75%,Boston Bruins,3.28%,82,W,3.28,,,,,,,,,,,,,,,
12/20/2018,7:05 PM,Pittsburgh Penguins,Minnesota Wild,-115,104,56.51%,43.49%,Pittsburgh Penguins -115,3.91%,104,-115,49.02%,53.49%,Minnesota Wild,-5.53%,Pittsburgh Penguins,3.02%,76,W,3.02,,,,,,,,,,,,,,,
12/20/2018,8:35 PM,Dallas Stars,Chicago Blackhawks,-195,175,67.37%,32.63%,Dallas Stars -195,1.47%,175,-195,36.36%,66.10%,Chicago Blackhawks,-3.73%,Dallas Stars,1.27%,,,,,,,,,,,,,,,,,,
12/20/2018,9:05 PM,Calgary Flames,Tampa Bay Lightning,-106,-104,44.95%,55.05%,Tampa Bay Lightning -104,1.15%,-104,-106,50.98%,51.46%,Tampa Bay Lightning,4.07%,Calgary Flames,-6.51%,102,W,4.07,,,,,,,,,,,,,,,
12/20/2018,9:05 PM,Arizona Coyotes,Montreal Canadiens,-120,109,50.61%,49.39%,Montreal Canadiens 109,1.09%,109,-120,47.85%,54.55%,Montreal Canadiens,1.54%,Arizona Coyotes,-3.94%,,,,,,,,,,,,,,,,,,
12/20/2018,10:05 PM,Vegas Golden Knights,New York Islanders,-180,162,69.89%,30.11%,Vegas Golden Knights -180,4.39%,162,-180,38.17%,64.29%,New York Islanders,-8.06%,Vegas Golden Knights,5.60%,140,W,5.6,,,,,,,,,,,,,,,
12/20/2018,10:05 PM,Vancouver Canucks,St. Louis Blues,-116,105,56.78%,43.22%,Vancouver Canucks -116,3.68%,105,-116,48.78%,53.70%,St. Louis Blues,-5.56%,Vancouver Canucks,3.08%,77,W,3.08,,,,,,,,,,,,,,,
12/20/2018,10:35 PM,San Jose Sharks,Winnipeg Jets,-124,112,51.35%,48.65%,Winnipeg Jets 112,3.65%,112,-124,47.17%,55.36%,Winnipeg Jets,1.48%,San Jose Sharks,-4.01%,,,,,,,,,,,,,,,,,,
12/21/2018,7:05 PM,Washington Capitals,Buffalo Sabres,-178,160,55.60%,44.40%,Buffalo Sabres 160,5.30%,160,-178,38.46%,64.03%,Buffalo Sabres,5.94%,Washington Capitals,-8.43%,148,L,-5.94,,,,,,,,,,,,,,,
12/21/2018,7:05 PM,New Jersey Devils,Ottawa Senators,-155,140,67.10%,32.90%,New Jersey Devils -155,4.70%,140,-155,41.67%,60.78%,Ottawa Senators,-8.77%,New Jersey Devils,6.32%,158,W,6.32,,,,,,,,,,,,,,,
12/22/2018,1:05 PM,Boston Bruins,Nashville Predators,-143,129,60.85%,39.15%,Boston Bruins -143,4.35%,129,-143,43.67%,58.85%,Nashville Predators,-4.52%,Boston Bruins,2.00%,,W,,,,,,,,,,,,,,,,
12/22/2018,1:05 PM,Philadelphia Flyers,Columbus Blue Jackets,-107,-103,48.59%,51.41%,Columbus Blue Jackets -103,0.41%,-103,-107,50.74%,51.69%,Columbus Blue Jackets,0.67%,Philadelphia Flyers,-3.10%,,,,,,,,,,,,,,,,,,
12/22/2018,2:05 PM,Detroit Red Wings,Florida Panthers,136,-150,41.07%,58.93%,Florida Panthers -150,1.83%,-150,136,60.00%,42.37%,Florida Panthers,-1.07%,Detroit Red Wings,-1.30%,,,,,,,,,,,,,,,,,,
12/22/2018,4:05 PM,Calgary Flames,St. Louis Blues,-179,161,64.33%,35.67%,Calgary Flames -179,0.33%,161,-179,38.31%,64.16%,St. Louis Blues,-2.64%,Calgary Flames,0.17%,,,,,,,,,,,,,,,,,,
12/22/2018,4:05 PM,Vegas Golden Knights,Montreal Canadiens,-166,150,54.42%,45.58%,Montreal Canadiens 150,5.08%,150,-166,40.00%,62.41%,Montreal Canadiens,5.58%,Vegas Golden Knights,-7.99%,140,W,8.37,,,,,,,,,,,,,,,
